airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Vistara,UK-953,Delhi,Night,one,Morning,Kolkata,Economy,13,41,6578
Vistara,UK-981,Delhi,Night,one,Evening,Kolkata,Economy,19.17,41,6578
Vistara,UK-981,Delhi,Night,one,Evening,Kolkata,Economy,22.25,41,6578
Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Economy,23.25,41,6578
GO_FIRST,G8-7535,Delhi,Evening,one,Night,Kolkata,Economy,6.58,41,6395
GO_FIRST,G8-338,Delhi,Morning,one,Evening,Kolkata,Economy,7,41,6395
GO_FIRST,G8-7534,Delhi,Afternoon,one,Night,Kolkata,Economy,8.08,41,6395
GO_FIRST,G8-392,Delhi,Afternoon,one,Night,Kolkata,Economy,8.58,41,6395
GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Kolkata,Economy,9.25,41,6395
GO_FIRST,G8-334,Delhi,Early_Morning,one,Evening,Kolkata,Economy,9.5,41,6395
GO_FIRST,G8-7533,Delhi,Afternoon,one,Night,Kolkata,Economy,10.08,41,6395
GO_FIRST,G8-530,Delhi,Early_Morning,one,Evening,Kolkata,Economy,10.5,41,6395
GO_FIRST,G8-330,Delhi,Night,one,Early_Morning,Kolkata,Economy,10.5,41,6395
GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.83,41,6395
GO_FIRST,G8-338,Delhi,Morning,one,Night,Kolkata,Economy,13.08,41,6395
GO_FIRST,G8-7535,Delhi,Evening,one,Early_Morning,Kolkata,Economy,14.5,41,6395
GO_FIRST,G8-2501,Delhi,Late_Night,one,Evening,Kolkata,Economy,15.5,41,6395
GO_FIRST,G8-334,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.58,41,6395
Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Economy,26.17,41,7221
GO_FIRST,G8-275,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.67,41,7072
GO_FIRST,G8-2513,Delhi,Evening,one,Early_Morning,Kolkata,Economy,15,41,7072
Vistara,UK-879,Delhi,Evening,two_or_more,Morning,Kolkata,Economy,16,41,9349
Vistara,UK-871,Delhi,Night,two_or_more,Evening,Kolkata,Economy,20.25,41,9349
AirAsia,I5-1529,Delhi,Morning,two_or_more,Evening,Kolkata,Economy,9.67,42,2480
AirAsia,I5-740,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.25,42,2480
AirAsia,I5-740,Delhi,Early_Morning,two_or_more,Night,Kolkata,Economy,13.08,42,2480
AirAsia,I5-1529,Delhi,Morning,two_or_more,Late_Night,Kolkata,Economy,16,42,2480
Air_India,AI-542,Delhi,Morning,one,Morning,Kolkata,Economy,22.33,42,3610
Air_India,AI-560,Delhi,Morning,one,Morning,Kolkata,Economy,23.92,42,3610
SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Kolkata,Economy,14.08,42,4080
Indigo,6E-755,Delhi,Afternoon,zero,Evening,Kolkata,Economy,2.17,42,3999
GO_FIRST,G8-103,Delhi,Evening,zero,Night,Kolkata,Economy,2.33,42,3999
AirAsia,I5-548,Delhi,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.42,42,3999
AirAsia,I5-550,Delhi,Evening,zero,Evening,Kolkata,Economy,2.67,42,3999
GO_FIRST,G8-1404,Delhi,Morning,one,Evening,Kolkata,Economy,7.08,42,4394
Air_India,AI-889,Delhi,Morning,one,Afternoon,Kolkata,Economy,27.58,42,4559
Air_India,AI-805,Delhi,Evening,one,Morning,Kolkata,Economy,12.83,42,5276
SpiceJet,SG-8152,Delhi,Morning,one,Night,Kolkata,Economy,11.25,42,6129
Vistara,UK-993,Delhi,Afternoon,one,Evening,Kolkata,Economy,7.08,42,6578
Vistara,UK-963,Delhi,Morning,one,Evening,Kolkata,Economy,8,42,6578
Vistara,UK-953,Delhi,Night,one,Morning,Kolkata,Economy,13,42,6578
Vistara,UK-981,Delhi,Night,one,Evening,Kolkata,Economy,19.17,42,6578
Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Economy,20.17,42,6578
Vistara,UK-981,Delhi,Night,one,Evening,Kolkata,Economy,22.25,42,6578
Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Economy,23.25,42,6578
Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Economy,25.33,42,6578
Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Economy,28.42,42,6578
GO_FIRST,G8-7535,Delhi,Evening,one,Night,Kolkata,Economy,6.58,42,6395
GO_FIRST,G8-338,Delhi,Morning,one,Evening,Kolkata,Economy,7,42,6395
GO_FIRST,G8-7534,Delhi,Afternoon,one,Night,Kolkata,Economy,8.08,42,6395
GO_FIRST,G8-392,Delhi,Afternoon,one,Night,Kolkata,Economy,8.58,42,6395
GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Kolkata,Economy,9.25,42,6395
GO_FIRST,G8-334,Delhi,Early_Morning,one,Evening,Kolkata,Economy,9.5,42,6395
GO_FIRST,G8-7533,Delhi,Afternoon,one,Night,Kolkata,Economy,10.08,42,6395
GO_FIRST,G8-530,Delhi,Early_Morning,one,Evening,Kolkata,Economy,10.5,42,6395
GO_FIRST,G8-330,Delhi,Night,one,Early_Morning,Kolkata,Economy,10.5,42,6395
GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.83,42,6395
GO_FIRST,G8-338,Delhi,Morning,one,Night,Kolkata,Economy,13.08,42,6395
GO_FIRST,G8-7535,Delhi,Evening,one,Early_Morning,Kolkata,Economy,14.5,42,6395
GO_FIRST,G8-2501,Delhi,Late_Night,one,Evening,Kolkata,Economy,15.5,42,6395
GO_FIRST,G8-334,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.58,42,6395
GO_FIRST,G8-275,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.67,42,7072
GO_FIRST,G8-2513,Delhi,Evening,one,Early_Morning,Kolkata,Economy,15,42,7072
Vistara,UK-879,Delhi,Evening,two_or_more,Morning,Kolkata,Economy,16,42,9349
Vistara,UK-747,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,43,4000
Vistara,UK-705,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,43,4000
SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Kolkata,Economy,14.08,43,4080
GO_FIRST,G8-423,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,5.17,43,3820
GO_FIRST,G8-103,Delhi,Evening,zero,Night,Kolkata,Economy,2.33,43,3999
AirAsia,I5-548,Delhi,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.42,43,3999
AirAsia,I5-550,Delhi,Evening,zero,Evening,Kolkata,Economy,2.67,43,3999
GO_FIRST,G8-1404,Delhi,Morning,one,Evening,Kolkata,Economy,7.08,43,4394
Air_India,AI-889,Delhi,Morning,one,Evening,Kolkata,Economy,10,43,4559
Air_India,AI-891,Delhi,Evening,one,Evening,Kolkata,Economy,27.17,43,4559
Air_India,AI-889,Delhi,Morning,one,Afternoon,Kolkata,Economy,27.58,43,4559
SpiceJet,SG-8152,Delhi,Morning,one,Night,Kolkata,Economy,11.25,43,6129
Vistara,UK-953,Delhi,Night,one,Morning,Kolkata,Economy,13,43,6578
Vistara,UK-981,Delhi,Night,one,Evening,Kolkata,Economy,19.17,43,6578
Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Economy,20.17,43,6578
Vistara,UK-985,Delhi,Evening,one,Evening,Kolkata,Economy,21,43,6578
Vistara,UK-981,Delhi,Night,one,Evening,Kolkata,Economy,22.25,43,6578
Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Economy,23.25,43,6578
GO_FIRST,G8-7535,Delhi,Evening,one,Night,Kolkata,Economy,6.58,43,6395
GO_FIRST,G8-338,Delhi,Morning,one,Evening,Kolkata,Economy,7,43,6395
GO_FIRST,G8-7534,Delhi,Afternoon,one,Night,Kolkata,Economy,8.08,43,6395
GO_FIRST,G8-392,Delhi,Afternoon,one,Night,Kolkata,Economy,8.58,43,6395
GO_FIRST,G8-354,Delhi,Night,one,Early_Morning,Kolkata,Economy,9,43,6395
GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Kolkata,Economy,9.25,43,6395
GO_FIRST,G8-334,Delhi,Early_Morning,one,Evening,Kolkata,Economy,9.5,43,6395
GO_FIRST,G8-7533,Delhi,Afternoon,one,Night,Kolkata,Economy,10.08,43,6395
GO_FIRST,G8-530,Delhi,Early_Morning,one,Evening,Kolkata,Economy,10.5,43,6395
GO_FIRST,G8-330,Delhi,Night,one,Early_Morning,Kolkata,Economy,10.5,43,6395
GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.83,43,6395
GO_FIRST,G8-338,Delhi,Morning,one,Night,Kolkata,Economy,13.08,43,6395
GO_FIRST,G8-7535,Delhi,Evening,one,Early_Morning,Kolkata,Economy,14.5,43,6395
GO_FIRST,G8-334,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.58,43,6395
Vistara,UK-871,Delhi,Night,two_or_more,Evening,Kolkata,Economy,20.25,43,9349
Vistara,UK-747,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,44,4000
Vistara,UK-705,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,44,4000
SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Kolkata,Economy,14.08,44,4080
Indigo,6E-2181,Delhi,Morning,one,Afternoon,Kolkata,Economy,5.5,44,3754
Indigo,6E-2513,Delhi,Morning,zero,Morning,Kolkata,Economy,2.17,44,3999
Indigo,6E-2109,Delhi,Evening,zero,Night,Kolkata,Economy,2.33,44,3999
AirAsia,I5-548,Delhi,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.42,44,3999
AirAsia,I5-550,Delhi,Evening,zero,Evening,Kolkata,Economy,2.67,44,3999
GO_FIRST,G8-1404,Delhi,Morning,one,Evening,Kolkata,Economy,7.08,44,4394
Air_India,AI-889,Delhi,Morning,one,Evening,Kolkata,Economy,10,44,4559
Air_India,AI-889,Delhi,Morning,one,Afternoon,Kolkata,Economy,27.58,44,4559
Air_India,AI-439,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,7.83,44,4700
GO_FIRST,G8-7535,Delhi,Evening,one,Night,Kolkata,Economy,6.58,44,6395
GO_FIRST,G8-338,Delhi,Morning,one,Evening,Kolkata,Economy,7,44,6395
GO_FIRST,G8-7534,Delhi,Afternoon,one,Night,Kolkata,Economy,8.08,44,6395
GO_FIRST,G8-392,Delhi,Afternoon,one,Night,Kolkata,Economy,8.58,44,6395
GO_FIRST,G8-354,Delhi,Night,one,Early_Morning,Kolkata,Economy,9,44,6395
GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Kolkata,Economy,9.25,44,6395
GO_FIRST,G8-334,Delhi,Early_Morning,one,Evening,Kolkata,Economy,9.5,44,6395
GO_FIRST,G8-7533,Delhi,Afternoon,one,Night,Kolkata,Economy,10.08,44,6395
GO_FIRST,G8-330,Delhi,Night,one,Early_Morning,Kolkata,Economy,10.5,44,6395
GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.83,44,6395
GO_FIRST,G8-7535,Delhi,Evening,one,Early_Morning,Kolkata,Economy,14.5,44,6395
GO_FIRST,G8-334,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.58,44,6395
Vistara,UK-955,Delhi,Evening,one,Morning,Kolkata,Economy,15.92,44,7221
Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Economy,23.17,44,7221
Air_India,AI-762,Delhi,Night,zero,Night,Kolkata,Economy,2.08,45,2482
Air_India,AI-767,Delhi,Afternoon,zero,Afternoon,Kolkata,Economy,2.33,45,2903
Air_India,AI-560,Delhi,Early_Morning,one,Morning,Kolkata,Economy,25,45,3610
Indigo,6E-353,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.17,45,3999
Air_India,AI-891,Delhi,Evening,one,Evening,Kolkata,Economy,27.17,45,4559
Air_India,AI-889,Delhi,Morning,one,Afternoon,Kolkata,Economy,27.5,45,4559
Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Economy,20.25,45,6578
Vistara,UK-993,Delhi,Afternoon,one,Morning,Kolkata,Economy,20.83,45,6578
Vistara,UK-981,Delhi,Night,one,Evening,Kolkata,Economy,22.25,45,6578
Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Economy,23.25,45,6578
Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Economy,28.42,45,6578
GO_FIRST,G8-392,Delhi,Afternoon,one,Night,Kolkata,Economy,8.08,45,6395
GO_FIRST,G8-354,Delhi,Night,one,Early_Morning,Kolkata,Economy,8.75,45,6395
GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Kolkata,Economy,9.33,45,6395
GO_FIRST,G8-330,Delhi,Night,one,Early_Morning,Kolkata,Economy,10.67,45,6395
GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.75,45,6395
Air_India,AI-483,Delhi,Evening,one,Night,Kolkata,Economy,27.33,45,7249
Air_India,AI-762,Delhi,Night,zero,Night,Kolkata,Economy,2.08,46,2482
AirAsia,I5-740,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.33,46,2480
Indigo,6E-761,Delhi,Evening,one,Night,Kolkata,Economy,4.17,46,2482
Air_India,AI-401,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.17,46,2903
Air_India,AI-767,Delhi,Afternoon,zero,Afternoon,Kolkata,Economy,2.33,46,2903
Air_India,AI-560,Delhi,Early_Morning,one,Morning,Kolkata,Economy,25,46,3610
Vistara,UK-747,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,46,4000
Vistara,UK-705,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,46,4000
Vistara,UK-707,Delhi,Evening,zero,Evening,Kolkata,Economy,2.08,46,4000
Indigo,6E-2513,Delhi,Morning,zero,Morning,Kolkata,Economy,2.08,46,3999
Indigo,6E-6271,Delhi,Night,zero,Night,Kolkata,Economy,2.08,46,3999
Indigo,6E-353,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.17,46,3999
Indigo,6E-2057,Delhi,Evening,zero,Night,Kolkata,Economy,2.17,46,3999
Indigo,6E-2517,Delhi,Evening,zero,Night,Kolkata,Economy,2.17,46,3999
Indigo,6E-2016,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.25,46,3999
GO_FIRST,G8-105,Delhi,Night,zero,Night,Kolkata,Economy,2.25,46,3999
SpiceJet,SG-292,Delhi,Morning,zero,Morning,Kolkata,Economy,2.42,46,4000
Air_India,AI-409,Delhi,Morning,one,Afternoon,Kolkata,Economy,25.58,46,4426
Air_India,AI-889,Delhi,Morning,one,Evening,Kolkata,Economy,9.92,46,4559
Air_India,AI-891,Delhi,Evening,one,Afternoon,Kolkata,Economy,20.75,46,4559
Air_India,AI-891,Delhi,Evening,one,Evening,Kolkata,Economy,27.42,46,4559
Air_India,AI-889,Delhi,Morning,one,Afternoon,Kolkata,Economy,27.5,46,4559
Air_India,AI-865,Delhi,Morning,one,Afternoon,Kolkata,Economy,25.5,46,4933
Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Economy,20.25,46,6578
Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Economy,23.25,46,6578
Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Economy,28.42,46,6578
GO_FIRST,G8-392,Delhi,Afternoon,one,Night,Kolkata,Economy,8.08,46,6395
GO_FIRST,G8-354,Delhi,Night,one,Early_Morning,Kolkata,Economy,8.75,46,6395
GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Kolkata,Economy,9.33,46,6395
GO_FIRST,G8-330,Delhi,Night,one,Early_Morning,Kolkata,Economy,10.67,46,6395
GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.75,46,6395
Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Economy,25,46,7221
GO_FIRST,G8-113,Delhi,Early_Morning,one,Night,Kolkata,Economy,16.5,46,7336
AirAsia,I5-740,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.33,47,2480
Air_India,AI-401,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.17,47,2903
Air_India,AI-767,Delhi,Afternoon,zero,Afternoon,Kolkata,Economy,2.33,47,2903
Air_India,AI-560,Delhi,Early_Morning,one,Morning,Kolkata,Economy,25,47,3610
Vistara,UK-747,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,47,4000
Vistara,UK-705,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,47,4000
Vistara,UK-707,Delhi,Evening,zero,Evening,Kolkata,Economy,2.08,47,4000
Indigo,6E-2513,Delhi,Morning,zero,Morning,Kolkata,Economy,2.08,47,3999
Indigo,6E-6271,Delhi,Night,zero,Night,Kolkata,Economy,2.08,47,3999
Indigo,6E-353,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.17,47,3999
Indigo,6E-912,Delhi,Evening,zero,Evening,Kolkata,Economy,2.17,47,3999
Indigo,6E-2057,Delhi,Evening,zero,Night,Kolkata,Economy,2.17,47,3999
Indigo,6E-2517,Delhi,Evening,zero,Night,Kolkata,Economy,2.17,47,3999
Indigo,6E-2016,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.25,47,3999
GO_FIRST,G8-105,Delhi,Night,zero,Night,Kolkata,Economy,2.25,47,3999
SpiceJet,SG-292,Delhi,Morning,zero,Morning,Kolkata,Economy,2.42,47,4000
Air_India,AI-891,Delhi,Evening,one,Afternoon,Kolkata,Economy,20.75,47,4559
Air_India,AI-889,Delhi,Morning,one,Afternoon,Kolkata,Economy,27.5,47,4559
Air_India,AI-665,Delhi,Early_Morning,one,Morning,Kolkata,Economy,24.83,47,4933
GO_FIRST,G8-713,Delhi,Night,one,Morning,Kolkata,Economy,12.5,47,5418
GO_FIRST,G8-392,Delhi,Afternoon,one,Night,Kolkata,Economy,8.08,47,6395
GO_FIRST,G8-354,Delhi,Night,one,Early_Morning,Kolkata,Economy,8.75,47,6395
GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Kolkata,Economy,9.33,47,6395
GO_FIRST,G8-330,Delhi,Night,one,Early_Morning,Kolkata,Economy,10.67,47,6395
GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.75,47,6395
GO_FIRST,G8-323,Delhi,Evening,one,Early_Morning,Kolkata,Economy,13.17,47,6395
Vistara,UK-977,Delhi,Evening,one,Morning,Kolkata,Economy,14.75,47,7221
Vistara,UK-955,Delhi,Evening,one,Morning,Kolkata,Economy,15.92,47,7221
Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Economy,23.17,47,7221
Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Economy,25,47,7221
Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Economy,26.17,47,7221
GO_FIRST,G8-113,Delhi,Early_Morning,one,Night,Kolkata,Economy,16.5,47,7336
Air_India,AI-560,Delhi,Early_Morning,one,Morning,Kolkata,Economy,25,48,3610
Vistara,UK-747,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,48,4000
Vistara,UK-705,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,48,4000
Vistara,UK-707,Delhi,Evening,zero,Evening,Kolkata,Economy,2.08,48,4000
Indigo,6E-2513,Delhi,Morning,zero,Morning,Kolkata,Economy,2.08,48,3999
Indigo,6E-353,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.17,48,3999
Indigo,6E-912,Delhi,Evening,zero,Evening,Kolkata,Economy,2.17,48,3999
Indigo,6E-2057,Delhi,Evening,zero,Night,Kolkata,Economy,2.17,48,3999
Indigo,6E-2517,Delhi,Evening,zero,Night,Kolkata,Economy,2.17,48,3999
Indigo,6E-2016,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.25,48,3999
GO_FIRST,G8-105,Delhi,Night,zero,Night,Kolkata,Economy,2.25,48,3999
SpiceJet,SG-292,Delhi,Morning,zero,Morning,Kolkata,Economy,2.42,48,4000
Air_India,AI-409,Delhi,Morning,one,Afternoon,Kolkata,Economy,25.58,48,4426
Air_India,AI-891,Delhi,Evening,one,Afternoon,Kolkata,Economy,20.75,48,4559
Air_India,AI-891,Delhi,Evening,one,Evening,Kolkata,Economy,27.42,48,4559
Air_India,AI-889,Delhi,Morning,one,Afternoon,Kolkata,Economy,27.5,48,4559
Air_India,AI-865,Delhi,Morning,one,Night,Kolkata,Economy,12.58,48,4933
GO_FIRST,G8-713,Delhi,Night,one,Morning,Kolkata,Economy,12.5,48,5418
GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Kolkata,Economy,9.33,48,6395
GO_FIRST,G8-330,Delhi,Night,one,Early_Morning,Kolkata,Economy,10.67,48,6395
GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.75,48,6395
GO_FIRST,G8-323,Delhi,Evening,one,Early_Morning,Kolkata,Economy,13.17,48,6395
Vistara,UK-977,Delhi,Evening,one,Morning,Kolkata,Economy,14.75,48,7221
Vistara,UK-955,Delhi,Evening,one,Morning,Kolkata,Economy,15.92,48,7221
Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Economy,23.17,48,7221
Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Economy,25,48,7221
Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Economy,26.17,48,7221
Air_India,AI-560,Delhi,Early_Morning,one,Morning,Kolkata,Economy,25,49,3610
Vistara,UK-747,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,49,4000
Vistara,UK-705,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,49,4000
Indigo,6E-2513,Delhi,Morning,zero,Morning,Kolkata,Economy,2.08,49,3999
Indigo,6E-353,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.17,49,3999
GO_FIRST,G8-105,Delhi,Night,zero,Night,Kolkata,Economy,2.25,49,3999
Air_India,AI-891,Delhi,Evening,one,Afternoon,Kolkata,Economy,20.75,49,4559
Air_India,AI-891,Delhi,Evening,one,Evening,Kolkata,Economy,27.17,49,4559
Air_India,AI-889,Delhi,Morning,one,Afternoon,Kolkata,Economy,27.5,49,4559
GO_FIRST,G8-713,Delhi,Night,one,Morning,Kolkata,Economy,12.5,49,5418
Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Economy,28.42,49,6578
GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Kolkata,Economy,9.33,49,6395
GO_FIRST,G8-330,Delhi,Night,one,Early_Morning,Kolkata,Economy,10.67,49,6395
GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.75,49,6395
GO_FIRST,G8-323,Delhi,Evening,one,Early_Morning,Kolkata,Economy,13.17,49,6395
GO_FIRST,G8-392,Delhi,Afternoon,one,Early_Morning,Kolkata,Economy,15.75,49,6395
Vistara,UK-977,Delhi,Evening,one,Morning,Kolkata,Economy,14.75,49,7221
GO_FIRST,G8-113,Delhi,Early_Morning,one,Night,Kolkata,Economy,16.5,49,7336
Air_India,AI-560,Delhi,Morning,zero,Morning,Hyderabad,Economy,2.33,5,5955
Vistara,UK-943,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,4.75,5,9840
Vistara,UK-995,Delhi,Morning,one,Night,Hyderabad,Economy,10.58,5,9840
Vistara,UK-985,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,12,5,9840
Vistara,UK-943,Delhi,Early_Morning,one,Night,Hyderabad,Economy,13.42,5,9840
Vistara,UK-955,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,14.08,5,9840
Vistara,UK-941,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,15.08,5,9840
Vistara,UK-975,Delhi,Early_Morning,one,Night,Hyderabad,Economy,15.17,5,9840
Vistara,UK-977,Delhi,Evening,one,Afternoon,Hyderabad,Economy,17.25,5,9840
Vistara,UK-951,Delhi,Afternoon,one,Early_Morning,Hyderabad,Economy,17.5,5,9840
Vistara,UK-955,Delhi,Evening,one,Afternoon,Hyderabad,Economy,18.5,5,9840
Vistara,UK-993,Delhi,Afternoon,one,Early_Morning,Hyderabad,Economy,19,5,9840
Vistara,UK-941,Delhi,Evening,one,Afternoon,Hyderabad,Economy,19.5,5,9840
Vistara,UK-945,Delhi,Morning,one,Early_Morning,Hyderabad,Economy,20.17,5,9840
Vistara,UK-995,Delhi,Morning,one,Early_Morning,Hyderabad,Economy,21.5,5,9840
Indigo,6E-2331,Delhi,Early_Morning,zero,Morning,Hyderabad,Economy,2.25,6,5955
Indigo,6E-552,Delhi,Early_Morning,zero,Morning,Hyderabad,Economy,2.25,6,5955
Air_India,AI-560,Delhi,Morning,zero,Morning,Hyderabad,Economy,2.33,6,5955
Vistara,UK-943,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,4.75,6,9840
Vistara,UK-933,Delhi,Afternoon,one,Night,Hyderabad,Economy,5.42,6,9840
Vistara,UK-951,Delhi,Afternoon,one,Night,Hyderabad,Economy,6.58,6,9840
Vistara,UK-945,Delhi,Morning,one,Night,Hyderabad,Economy,9.25,6,9840
Vistara,UK-995,Delhi,Morning,one,Night,Hyderabad,Economy,10.58,6,9840
Vistara,UK-985,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,12,6,9840
Vistara,UK-943,Delhi,Early_Morning,one,Night,Hyderabad,Economy,13.42,6,9840
Vistara,UK-955,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,14.08,6,9840
Vistara,UK-941,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,15.08,6,9840
Vistara,UK-975,Delhi,Early_Morning,one,Night,Hyderabad,Economy,15.17,6,9840
Vistara,UK-933,Delhi,Afternoon,one,Early_Morning,Hyderabad,Economy,16.33,6,9840
Vistara,UK-977,Delhi,Evening,one,Afternoon,Hyderabad,Economy,17.25,6,9840
Vistara,UK-951,Delhi,Afternoon,one,Early_Morning,Hyderabad,Economy,17.5,6,9840
Vistara,UK-955,Delhi,Evening,one,Afternoon,Hyderabad,Economy,18.5,6,9840
Vistara,UK-993,Delhi,Afternoon,one,Early_Morning,Hyderabad,Economy,19,6,9840
Vistara,UK-941,Delhi,Evening,one,Afternoon,Hyderabad,Economy,19.5,6,9840
Vistara,UK-945,Delhi,Morning,one,Early_Morning,Hyderabad,Economy,20.17,6,9840
Vistara,UK-995,Delhi,Morning,one,Early_Morning,Hyderabad,Economy,21.5,6,9840
Vistara,UK-871,Delhi,Night,zero,Night,Hyderabad,Economy,2.33,7,5955
Indigo,6E-2331,Delhi,Early_Morning,zero,Morning,Hyderabad,Economy,2.25,7,5955
Vistara,UK-943,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,4.75,7,9840
Vistara,UK-933,Delhi,Afternoon,one,Night,Hyderabad,Economy,5.42,7,9840
Vistara,UK-951,Delhi,Afternoon,one,Night,Hyderabad,Economy,6.58,7,9840
Vistara,UK-945,Delhi,Morning,one,Night,Hyderabad,Economy,9.25,7,9840
Vistara,UK-995,Delhi,Morning,one,Night,Hyderabad,Economy,10.58,7,9840
Vistara,UK-927,Delhi,Morning,one,Night,Hyderabad,Economy,11.42,7,9840
Vistara,UK-985,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,12,7,9840
Vistara,UK-943,Delhi,Early_Morning,one,Night,Hyderabad,Economy,13.42,7,9840
Vistara,UK-955,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,14.08,7,9840
